result_id	analysis_id	metric	value	unit	model	population_or_n	source_table	status	notes
fig4c_median_top500_rs127_major	fig4_foldchange_cohorts	Median log2 construct/native effect, top500, rs127_major	-0.0658016511290641	log2 fold change	ALL_FOLDS	n=487 recipients	outputs/source_data/Figure4C_foldchange_cohorts/Figure4C_fold_change_summary.csv	verified_from_release_table	
fig4c_fraction_up_top500_rs127_major	fig4_foldchange_cohorts	Fraction above native, top500, rs127_major	0.4579055441478439	fraction	ALL_FOLDS	n=487 recipients	outputs/source_data/Figure4C_foldchange_cohorts/Figure4C_fold_change_summary.csv	verified_from_release_table	
fig4c_median_top500_rs127_minor	fig4_foldchange_cohorts	Median log2 construct/native effect, top500, rs127_minor	0.6659206999421342	log2 fold change	ALL_FOLDS	n=487 recipients	outputs/source_data/Figure4C_foldchange_cohorts/Figure4C_fold_change_summary.csv	verified_from_release_table	
fig4c_fraction_up_top500_rs127_minor	fig4_foldchange_cohorts	Fraction above native, top500, rs127_minor	0.8193018480492813	fraction	ALL_FOLDS	n=487 recipients	outputs/source_data/Figure4C_foldchange_cohorts/Figure4C_fold_change_summary.csv	verified_from_release_table	
fig4c_median_top500_scrambled_control	fig4_foldchange_cohorts	Median log2 construct/native effect, top500, scrambled_control	-0.7791821635086359	log2 fold change	ALL_FOLDS	n=487 recipients	outputs/source_data/Figure4C_foldchange_cohorts/Figure4C_fold_change_summary.csv	verified_from_release_table	
fig4c_fraction_up_top500_scrambled_control	fig4_foldchange_cohorts	Fraction above native, top500, scrambled_control	0.1006160164271047	fraction	ALL_FOLDS	n=487 recipients	outputs/source_data/Figure4C_foldchange_cohorts/Figure4C_fold_change_summary.csv	verified_from_release_table	
fig4e_positive_50_150	fig4_distance_fraction_positive	High-contact site stronger fraction, 50–150	0.7086092715231788	fraction	ALL_FOLDS	n=151 promoters	outputs/source_data/Figure4E_distance_fraction_positive/plot_distance_band_bootstrap.tsv	verified_from_release_table	95% bootstrap CI 0.630562 to 0.784324
fig4e_positive_150_300	fig4_distance_fraction_positive	High-contact site stronger fraction, 150–300	0.60062893081761	fraction	ALL_FOLDS	n=318 promoters	outputs/source_data/Figure4E_distance_fraction_positive/plot_distance_band_bootstrap.tsv	verified_from_release_table	95% bootstrap CI 0.544578 to 0.654842
fig4e_positive_300_500	fig4_distance_fraction_positive	High-contact site stronger fraction, 300–500	0.5558659217877095	fraction	ALL_FOLDS	n=358 promoters	outputs/source_data/Figure4E_distance_fraction_positive/plot_distance_band_bootstrap.tsv	verified_from_release_table	95% bootstrap CI 0.505647 to 0.607957
fig4e_positive_500_750	fig4_distance_fraction_positive	High-contact site stronger fraction, 500–750	0.5330396475770925	fraction	ALL_FOLDS	n=454 promoters	outputs/source_data/Figure4E_distance_fraction_positive/plot_distance_band_bootstrap.tsv	verified_from_release_table	95% bootstrap CI 0.486783 to 0.577436
fig4e_positive_750_1,000	fig4_distance_fraction_positive	High-contact site stronger fraction, 750–1,000	0.4887737478411053	fraction	ALL_FOLDS	n=579 promoters	outputs/source_data/Figure4E_distance_fraction_positive/plot_distance_band_bootstrap.tsv	verified_from_release_table	95% bootstrap CI 0.447322 to 0.529516
fig4f_fraction_50_150_q1	fig4_contact_dose_response	High-contact site stronger fraction, 50–150, contact quintile 1	0.5483870967741935	fraction	ALL_FOLDS	n=31 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 0.941804; 95% bootstrap CI 0.354839 to 0.741935
fig4f_fraction_50_150_q2	fig4_contact_dose_response	High-contact site stronger fraction, 50–150, contact quintile 2	0.6666666666666666	fraction	ALL_FOLDS	n=30 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 1.64491; 95% bootstrap CI 0.516129 to 0.827586
fig4f_fraction_50_150_q3	fig4_contact_dose_response	High-contact site stronger fraction, 50–150, contact quintile 3	0.7333333333333333	fraction	ALL_FOLDS	n=30 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 2.07768; 95% bootstrap CI 0.517241 to 0.912048
fig4f_fraction_50_150_q4	fig4_contact_dose_response	High-contact site stronger fraction, 50–150, contact quintile 4	0.7333333333333333	fraction	ALL_FOLDS	n=30 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 2.56176; 95% bootstrap CI 0.57131 to 0.882353
fig4f_fraction_50_150_q5	fig4_contact_dose_response	High-contact site stronger fraction, 50–150, contact quintile 5	0.8666666666666667	fraction	ALL_FOLDS	n=30 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 4.32449; 95% bootstrap CI 0.724138 to 0.969697
fig4f_fraction_150_300_q1	fig4_contact_dose_response	High-contact site stronger fraction, 150–300, contact quintile 1	0.453125	fraction	ALL_FOLDS	n=64 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 1.31972; 95% bootstrap CI 0.323065 to 0.580645
fig4f_fraction_150_300_q2	fig4_contact_dose_response	High-contact site stronger fraction, 150–300, contact quintile 2	0.6190476190476191	fraction	ALL_FOLDS	n=63 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 1.87984; 95% bootstrap CI 0.492063 to 0.741393
fig4f_fraction_150_300_q3	fig4_contact_dose_response	High-contact site stronger fraction, 150–300, contact quintile 3	0.625	fraction	ALL_FOLDS	n=64 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 2.56786; 95% bootstrap CI 0.507937 to 0.739201
fig4f_fraction_150_300_q4	fig4_contact_dose_response	High-contact site stronger fraction, 150–300, contact quintile 4	0.6984126984126984	fraction	ALL_FOLDS	n=63 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 3.32193; 95% bootstrap CI 0.578125 to 0.816667
fig4f_fraction_150_300_q5	fig4_contact_dose_response	High-contact site stronger fraction, 150–300, contact quintile 5	0.609375	fraction	ALL_FOLDS	n=64 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 5.89298; 95% bootstrap CI 0.469697 to 0.746032
fig4f_fraction_300_500_q1	fig4_contact_dose_response	High-contact site stronger fraction, 300–500, contact quintile 1	0.4305555555555556	fraction	ALL_FOLDS	n=72 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 1.72566; 95% bootstrap CI 0.315068 to 0.549296
fig4f_fraction_300_500_q2	fig4_contact_dose_response	High-contact site stronger fraction, 300–500, contact quintile 2	0.4647887323943662	fraction	ALL_FOLDS	n=71 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 2.293; 95% bootstrap CI 0.357143 to 0.571429
fig4f_fraction_300_500_q3	fig4_contact_dose_response	High-contact site stronger fraction, 300–500, contact quintile 3	0.5694444444444444	fraction	ALL_FOLDS	n=72 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 2.9723; 95% bootstrap CI 0.450704 to 0.684211
fig4f_fraction_300_500_q4	fig4_contact_dose_response	High-contact site stronger fraction, 300–500, contact quintile 4	0.704225352112676	fraction	ALL_FOLDS	n=71 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 3.94098; 95% bootstrap CI 0.6 to 0.8
fig4f_fraction_300_500_q5	fig4_contact_dose_response	High-contact site stronger fraction, 300–500, contact quintile 5	0.6111111111111112	fraction	ALL_FOLDS	n=72 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 5.56241; 95% bootstrap CI 0.493151 to 0.728571
fig4f_fraction_500_750_q1	fig4_contact_dose_response	High-contact site stronger fraction, 500–750, contact quintile 1	0.5274725274725275	fraction	ALL_FOLDS	n=91 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 2.13967; 95% bootstrap CI 0.417582 to 0.630435
fig4f_fraction_500_750_q2	fig4_contact_dose_response	High-contact site stronger fraction, 500–750, contact quintile 2	0.5274725274725275	fraction	ALL_FOLDS	n=91 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 2.8384; 95% bootstrap CI 0.427083 to 0.630479
fig4f_fraction_500_750_q3	fig4_contact_dose_response	High-contact site stronger fraction, 500–750, contact quintile 3	0.4555555555555555	fraction	ALL_FOLDS	n=90 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 3.61269; 95% bootstrap CI 0.348302 to 0.562518
fig4f_fraction_500_750_q4	fig4_contact_dose_response	High-contact site stronger fraction, 500–750, contact quintile 4	0.6153846153846154	fraction	ALL_FOLDS	n=91 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 4.45802; 95% bootstrap CI 0.516484 to 0.712769
fig4f_fraction_500_750_q5	fig4_contact_dose_response	High-contact site stronger fraction, 500–750, contact quintile 5	0.5384615384615384	fraction	ALL_FOLDS	n=91 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 7.17927; 95% bootstrap CI 0.434746 to 0.641343
fig4f_fraction_750_1000_q1	fig4_contact_dose_response	High-contact site stronger fraction, 750–1,000, contact quintile 1	0.5172413793103449	fraction	ALL_FOLDS	n=116 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 2.47759; 95% bootstrap CI 0.428541 to 0.606838
fig4f_fraction_750_1000_q2	fig4_contact_dose_response	High-contact site stronger fraction, 750–1,000, contact quintile 2	0.5	fraction	ALL_FOLDS	n=116 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 3.47264; 95% bootstrap CI 0.411765 to 0.589783
fig4f_fraction_750_1000_q3	fig4_contact_dose_response	High-contact site stronger fraction, 750–1,000, contact quintile 3	0.4521739130434782	fraction	ALL_FOLDS	n=115 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 4.45014; 95% bootstrap CI 0.358333 to 0.543109
fig4f_fraction_750_1000_q4	fig4_contact_dose_response	High-contact site stronger fraction, 750–1,000, contact quintile 4	0.4827586206896552	fraction	ALL_FOLDS	n=116 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 5.78468; 95% bootstrap CI 0.391278 to 0.57265
fig4f_fraction_750_1000_q5	fig4_contact_dose_response	High-contact site stronger fraction, 750–1,000, contact quintile 5	0.4913793103448275	fraction	ALL_FOLDS	n=116 promoters	outputs/source_data/Figure4F_contact_dose_response.tsv	verified_from_release_table	Median observed contact contrast 9.28284; 95% bootstrap CI 0.401709 to 0.581983
fig4g_liver_sort1	fig4_tissue_rna	rs12740374 liver RNA delta, SORT1	0.0490955586234728	AlphaGenome RNA delta	ALL_FOLDS	liver ontology	outputs/source_data/Figure4G_tissue_rna.tsv	verified_from_release_table	
fig4g_liver_psrc1	fig4_tissue_rna	rs12740374 liver RNA delta, PSRC1	0.6041401624679565	AlphaGenome RNA delta	ALL_FOLDS	liver ontology	outputs/source_data/Figure4G_tissue_rna.tsv	verified_from_release_table	
fig4g_liver_celsr2	fig4_tissue_rna	rs12740374 liver RNA delta, CELSR2	0.4160655339558919	AlphaGenome RNA delta	ALL_FOLDS	liver ontology	outputs/source_data/Figure4G_tissue_rna.tsv	verified_from_release_table	
figs1b_experimental_celsr2_percentile	figs1_tss_bin_contact	TSS-bin same-distance contact percentile, Experimental HepG2 Hi-C, CELSR2	50.58479532163743	percentile	EXPERIMENTAL	same-distance null n=513	outputs/source_data/FigureS1B_tss_bin_contact.tsv	verified_from_release_table	
figs1b_experimental_psrc1_percentile	figs1_tss_bin_contact	TSS-bin same-distance contact percentile, Experimental HepG2 Hi-C, PSRC1	42.81609195402299	percentile	EXPERIMENTAL	same-distance null n=522	outputs/source_data/FigureS1B_tss_bin_contact.tsv	verified_from_release_table	
figs1b_experimental_sort1_percentile	figs1_tss_bin_contact	TSS-bin same-distance contact percentile, Experimental HepG2 Hi-C, SORT1	99.6774193548387	percentile	EXPERIMENTAL	same-distance null n=465	outputs/source_data/FigureS1B_tss_bin_contact.tsv	verified_from_release_table	
figs1b_fold_0_celsr2_percentile	figs1_tss_bin_contact	TSS-bin same-distance contact percentile, AlphaGenome FOLD_0, CELSR2	95.6	percentile	FOLD_0	same-distance null n=500	outputs/source_data/FigureS1B_tss_bin_contact.tsv	verified_from_release_table	
figs1b_fold_0_psrc1_percentile	figs1_tss_bin_contact	TSS-bin same-distance contact percentile, AlphaGenome FOLD_0, PSRC1	22.485207100591715	percentile	FOLD_0	same-distance null n=507	outputs/source_data/FigureS1B_tss_bin_contact.tsv	verified_from_release_table	
figs1b_fold_0_sort1_percentile	figs1_tss_bin_contact	TSS-bin same-distance contact percentile, AlphaGenome FOLD_0, SORT1	99.77827050997784	percentile	FOLD_0	same-distance null n=451	outputs/source_data/FigureS1B_tss_bin_contact.tsv	verified_from_release_table	
figs1c_percent_change_celsr2	figs1_contact_allele_delta	ALT versus REF promoter-contact change, CELSR2	1.1129181998750015	percent	ALL_FOLDS	CELSR2	outputs/source_data/FigureS1C_contact_allele_delta/panelB_promoter_allele_delta.tsv	verified_from_release_table	
figs1c_percent_change_psrc1	figs1_contact_allele_delta	ALT versus REF promoter-contact change, PSRC1	0.1791968242906172	percent	ALL_FOLDS	PSRC1	outputs/source_data/FigureS1C_contact_allele_delta/panelB_promoter_allele_delta.tsv	verified_from_release_table	
figs1c_percent_change_sort1	figs1_contact_allele_delta	ALT versus REF promoter-contact change, SORT1	1.5747708586685727	percent	ALL_FOLDS	SORT1	outputs/source_data/FigureS1C_contact_allele_delta/panelB_promoter_allele_delta.tsv	verified_from_release_table	
figs1d_sort1_highest_contexts	figs1_contact_contexts	Contexts in which SORT1 had the highest same-distance contact percentile	12	of 12 ontologies	ALL_FOLDS	n=12 ontologies	outputs/source_data/FigureS1D_contact_contexts.tsv	verified_from_release_table	
figs2_rank_concordance_celsr2	figs2_eqtl_fold0	ALL_FOLDS versus FOLD_0 direct-score rank concordance, CELSR2	0.26942786942786945	Spearman rho	ALL_FOLDS;FOLD_0	n=111 variants	outputs/source_data/FigureS2_eqtl_fold0/figureS1C_all_folds_vs_fold0_source.tsv	verified_from_release_table	
figs2_rs127_all_folds_celsr2	figs2_eqtl_fold0	rs12740374 direct score, CELSR2, ALL_FOLDS	0.4187856515	GeneMaskLFCScorer value	ALL_FOLDS	rs12740374	outputs/source_data/FigureS2_eqtl_fold0/figureS1C_all_folds_vs_fold0_source.tsv	verified_from_release_table	
figs2_rs127_fold_0_celsr2	figs2_eqtl_fold0	rs12740374 direct score, CELSR2, FOLD_0	0.4105810324	GeneMaskLFCScorer value	FOLD_0	rs12740374	outputs/source_data/FigureS2_eqtl_fold0/figureS1C_all_folds_vs_fold0_source.tsv	verified_from_release_table	
figs2_rank_concordance_psrc1	figs2_eqtl_fold0	ALL_FOLDS versus FOLD_0 direct-score rank concordance, PSRC1	0.01720779220779221	Spearman rho	ALL_FOLDS;FOLD_0	n=111 variants	outputs/source_data/FigureS2_eqtl_fold0/figureS1C_all_folds_vs_fold0_source.tsv	verified_from_release_table	
figs2_rs127_all_folds_psrc1	figs2_eqtl_fold0	rs12740374 direct score, PSRC1, ALL_FOLDS	0.604738156	GeneMaskLFCScorer value	ALL_FOLDS	rs12740374	outputs/source_data/FigureS2_eqtl_fold0/figureS1C_all_folds_vs_fold0_source.tsv	verified_from_release_table	
figs2_rs127_fold_0_psrc1	figs2_eqtl_fold0	rs12740374 direct score, PSRC1, FOLD_0	0.2956922849	GeneMaskLFCScorer value	FOLD_0	rs12740374	outputs/source_data/FigureS2_eqtl_fold0/figureS1C_all_folds_vs_fold0_source.tsv	verified_from_release_table	
figs2_rank_concordance_sort1	figs2_eqtl_fold0	ALL_FOLDS versus FOLD_0 direct-score rank concordance, SORT1	0.4174447174447174	Spearman rho	ALL_FOLDS;FOLD_0	n=111 variants	outputs/source_data/FigureS2_eqtl_fold0/figureS1C_all_folds_vs_fold0_source.tsv	verified_from_release_table	
figs2_rs127_all_folds_sort1	figs2_eqtl_fold0	rs12740374 direct score, SORT1, ALL_FOLDS	0.04881983437	GeneMaskLFCScorer value	ALL_FOLDS	rs12740374	outputs/source_data/FigureS2_eqtl_fold0/figureS1C_all_folds_vs_fold0_source.tsv	verified_from_release_table	
figs2_rs127_fold_0_sort1	figs2_eqtl_fold0	rs12740374 direct score, SORT1, FOLD_0	0.02000560363	GeneMaskLFCScorer value	FOLD_0	rs12740374	outputs/source_data/FigureS2_eqtl_fold0/figureS1C_all_folds_vs_fold0_source.tsv	verified_from_release_table	
figs3_driver_peak15120_all_folds_direct_pearson_r	figs3_caqtl_locus	Observed caQTL versus direct model pearson_r, driver_peak15120, ALL_FOLDS	0.143873822815646	Pearson r	ALL_FOLDS	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	
figs3_driver_peak15120_all_folds_direct_spearman_rho	figs3_caqtl_locus	Observed caQTL versus direct model spearman_rho, driver_peak15120, ALL_FOLDS	-0.0522703830788715	Spearman rho	ALL_FOLDS	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	
figs3_driver_peak15120_all_folds_tagging_pearson_r	figs3_caqtl_locus	Observed caQTL versus tagging model pearson_r, driver_peak15120, ALL_FOLDS	0.9163633006842172	Pearson r	ALL_FOLDS	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	Tagging results assume rs12740374 is the driver and are explanatory, not an independent causal test.
figs3_driver_peak15120_all_folds_tagging_spearman_rho	figs3_caqtl_locus	Observed caQTL versus tagging model spearman_rho, driver_peak15120, ALL_FOLDS	0.9173723730563202	Spearman rho	ALL_FOLDS	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	Tagging results assume rs12740374 is the driver and are explanatory, not an independent causal test.
figs3_driver_peak15120_fold_0_direct_pearson_r	figs3_caqtl_locus	Observed caQTL versus direct model pearson_r, driver_peak15120, FOLD_0	0.1534989818359775	Pearson r	FOLD_0	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	
figs3_driver_peak15120_fold_0_direct_spearman_rho	figs3_caqtl_locus	Observed caQTL versus direct model spearman_rho, driver_peak15120, FOLD_0	-0.1176580906377331	Spearman rho	FOLD_0	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	
figs3_driver_peak15120_fold_0_tagging_pearson_r	figs3_caqtl_locus	Observed caQTL versus tagging model pearson_r, driver_peak15120, FOLD_0	0.9194315897075964	Pearson r	FOLD_0	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	Tagging results assume rs12740374 is the driver and are explanatory, not an independent causal test.
figs3_driver_peak15120_fold_0_tagging_spearman_rho	figs3_caqtl_locus	Observed caQTL versus tagging model spearman_rho, driver_peak15120, FOLD_0	0.9227054563448152	Spearman rho	FOLD_0	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	Tagging results assume rs12740374 is the driver and are explanatory, not an independent causal test.
figs3_focal5_ivw_all_folds_direct_pearson_r	figs3_caqtl_locus	Observed caQTL versus direct model pearson_r, focal5_ivw, ALL_FOLDS	0.1648705357594597	Pearson r	ALL_FOLDS	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	
figs3_focal5_ivw_all_folds_direct_spearman_rho	figs3_caqtl_locus	Observed caQTL versus direct model spearman_rho, focal5_ivw, ALL_FOLDS	-0.0674777594334284	Spearman rho	ALL_FOLDS	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	
figs3_focal5_ivw_all_folds_tagging_pearson_r	figs3_caqtl_locus	Observed caQTL versus tagging model pearson_r, focal5_ivw, ALL_FOLDS	0.9163889476189708	Pearson r	ALL_FOLDS	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	Tagging results assume rs12740374 is the driver and are explanatory, not an independent causal test.
figs3_focal5_ivw_all_folds_tagging_spearman_rho	figs3_caqtl_locus	Observed caQTL versus tagging model spearman_rho, focal5_ivw, ALL_FOLDS	0.8887039591238767	Spearman rho	ALL_FOLDS	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	Tagging results assume rs12740374 is the driver and are explanatory, not an independent causal test.
figs3_focal5_ivw_fold_0_direct_pearson_r	figs3_caqtl_locus	Observed caQTL versus direct model pearson_r, focal5_ivw, FOLD_0	0.1746193196149612	Pearson r	FOLD_0	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	
figs3_focal5_ivw_fold_0_direct_spearman_rho	figs3_caqtl_locus	Observed caQTL versus direct model spearman_rho, focal5_ivw, FOLD_0	-0.087240376957561	Spearman rho	FOLD_0	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	
figs3_focal5_ivw_fold_0_tagging_pearson_r	figs3_caqtl_locus	Observed caQTL versus tagging model pearson_r, focal5_ivw, FOLD_0	0.9194806282439592	Pearson r	FOLD_0	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	Tagging results assume rs12740374 is the driver and are explanatory, not an independent causal test.
figs3_focal5_ivw_fold_0_tagging_spearman_rho	figs3_caqtl_locus	Observed caQTL versus tagging model spearman_rho, focal5_ivw, FOLD_0	0.8941307472997935	Spearman rho	FOLD_0	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	Tagging results assume rs12740374 is the driver and are explanatory, not an independent causal test.
figs3_set539_ivw_all_folds_direct_pearson_r	figs3_caqtl_locus	Observed caQTL versus direct model pearson_r, set539_ivw, ALL_FOLDS	0.1694243606468028	Pearson r	ALL_FOLDS	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	
figs3_set539_ivw_all_folds_direct_spearman_rho	figs3_caqtl_locus	Observed caQTL versus direct model spearman_rho, set539_ivw, ALL_FOLDS	-0.0349285605543888	Spearman rho	ALL_FOLDS	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	
figs3_set539_ivw_all_folds_tagging_pearson_r	figs3_caqtl_locus	Observed caQTL versus tagging model pearson_r, set539_ivw, ALL_FOLDS	0.9106419862026202	Pearson r	ALL_FOLDS	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	Tagging results assume rs12740374 is the driver and are explanatory, not an independent causal test.
figs3_set539_ivw_all_folds_tagging_spearman_rho	figs3_caqtl_locus	Observed caQTL versus tagging model spearman_rho, set539_ivw, ALL_FOLDS	0.8744981982832483	Spearman rho	ALL_FOLDS	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	Tagging results assume rs12740374 is the driver and are explanatory, not an independent causal test.
figs3_set539_ivw_fold_0_direct_pearson_r	figs3_caqtl_locus	Observed caQTL versus direct model pearson_r, set539_ivw, FOLD_0	0.1769198609555808	Pearson r	FOLD_0	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	
figs3_set539_ivw_fold_0_direct_spearman_rho	figs3_caqtl_locus	Observed caQTL versus direct model spearman_rho, set539_ivw, FOLD_0	-0.0951169768924637	Spearman rho	FOLD_0	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	
figs3_set539_ivw_fold_0_tagging_pearson_r	figs3_caqtl_locus	Observed caQTL versus tagging model pearson_r, set539_ivw, FOLD_0	0.9128774807987702	Pearson r	FOLD_0	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	Tagging results assume rs12740374 is the driver and are explanatory, not an independent causal test.
figs3_set539_ivw_fold_0_tagging_spearman_rho	figs3_caqtl_locus	Observed caQTL versus tagging model spearman_rho, set539_ivw, FOLD_0	0.8777448944489695	Spearman rho	FOLD_0	n=80 variants	outputs/source_data/FigureS3_caqtl_locus/figureS2_correlations.tsv	verified_from_release_table	Tagging results assume rs12740374 is the driver and are explanatory, not an independent causal test.
figs4a_total_reads	figs4_human_repair_depth	total reads	51370	reads	EXPERIMENTAL	primary human hepatocytes	outputs/source_data/FigureS4A_sequencing_depth.tsv	verified_from_release_table	
figs4a_modeled_simple_indel_reads	figs4_human_repair_depth	modeled simple indel reads	1396	reads	EXPERIMENTAL	primary human hepatocytes	outputs/source_data/FigureS4A_sequencing_depth.tsv	verified_from_release_table	
figs4a_editing_fraction_percent	figs4_human_repair_depth	editing fraction percent	2.79929920186879	percent	EXPERIMENTAL	primary human hepatocytes	outputs/source_data/FigureS4A_sequencing_depth.tsv	verified_from_release_table	
figs4a_modeled_indel_coverage_percent	figs4_human_repair_depth	modeled indel coverage percent	97.07927677329624	percent	EXPERIMENTAL	primary human hepatocytes	outputs/source_data/FigureS4A_sequencing_depth.tsv	verified_from_release_table	
figs4b_weighted_sort1	figs4_human_repair_weighted	Conditional frequency-weighted RNA change, SORT1	2.566864132192837	percent	ALL_FOLDS	n=24 human repair products	outputs/source_data/FigureS4B_freqweighted_heatmap/FigureS4B_frequency_weighted_all_repair_outcomes_summary.csv	verified_from_release_table	Conditioned on the 1,396 modeled simple-indel reads; not multiplied by the bulk editing fraction.
figs4b_weighted_psrc1	figs4_human_repair_weighted	Conditional frequency-weighted RNA change, PSRC1	6.385212998283218	percent	ALL_FOLDS	n=24 human repair products	outputs/source_data/FigureS4B_freqweighted_heatmap/FigureS4B_frequency_weighted_all_repair_outcomes_summary.csv	verified_from_release_table	Conditioned on the 1,396 modeled simple-indel reads; not multiplied by the bulk editing fraction.
figs4b_weighted_celsr2	figs4_human_repair_weighted	Conditional frequency-weighted RNA change, CELSR2	-2.22995745170565	percent	ALL_FOLDS	n=24 human repair products	outputs/source_data/FigureS4B_freqweighted_heatmap/FigureS4B_frequency_weighted_all_repair_outcomes_summary.csv	verified_from_release_table	Conditioned on the 1,396 modeled simple-indel reads; not multiplied by the bulk editing fraction.
figs5_rna_substitutions_all_folds_three_gene_mean_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, RNA_substitutions, three_gene_mean, ALL_FOLDS	0.8437932466212431	Pearson r	ALL_FOLDS	n=1790 edits	outputs/source_data/FigureS5A_RNA_substitutions.tsv	verified_from_release_table	
figs5_rna_substitutions_all_folds_three_gene_mean_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, RNA_substitutions, three_gene_mean, ALL_FOLDS	0.6722434449908257	Spearman rho	ALL_FOLDS	n=1790 edits	outputs/source_data/FigureS5A_RNA_substitutions.tsv	verified_from_release_table	
figs5_rna_substitutions_all_folds_sort1_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, RNA_substitutions, SORT1, ALL_FOLDS	0.786970835611819	Pearson r	ALL_FOLDS	n=1790 edits	outputs/source_data/FigureS5A_RNA_substitutions.tsv	verified_from_release_table	
